,snapped_at,price,market_cap,total_volume,stars,forks,issues_opened,issues_closed,pulls_opened,pulls_merged,pulls_closed,commits,issue_comments
760,2017-09-06,333.20632999273016,31478005326.47652,672471698.8217244,0,0,7,6,5,3,0,6,6
761,2017-09-07,329.4156625176296,31126200677.32708,431394249.7466129,0,0,2,6,5,8,7,8,7
762,2017-09-08,304.47510826802426,28775477244.445538,660392679.7301207,0,0,3,9,0,1,0,2,6
763,2017-09-09,299.6944444705654,28329354911.60804,315515992.3564483,0,0,1,0,1,1,0,1,10
764,2017-09-10,292.7796567856866,27681278352.42371,456818455.0948669,0,0,0,5,0,0,2,1,8
765,2017-09-11,296.4753988432914,28036287702.51409,363007787.8441453,0,0,2,2,7,4,2,6,7
766,2017-09-12,290.58653195906925,27485022514.19706,583871859.8283461,0,0,2,0,8,3,0,5,7
767,2017-09-13,277.33365793127047,26236732489.431683,721738885.8360373,0,0,2,0,3,1,1,2,8
768,2017-09-14,214.3117136334975,20278768201.760014,929861557.1062984,0,0,0,3,2,3,2,8,8
769,2017-09-15,246.9218572871298,23369190516.539547,1617179859.467345,0,0,2,2,3,2,1,2,7
770,2017-09-16,244.80561175288247,23173710726.76121,586258300.894896,0,0,2,2,1,0,0,0,7
771,2017-09-17,249.6665459750284,23638636295.481937,336444511.1569665,0,0,0,0,0,0,0,0,5
772,2017-09-18,287.96109568877347,27269907986.777264,935880977.9429078,0,0,4,2,2,2,0,2,6
773,2017-09-19,280.4456323420793,26563613422.607845,518505103.8522604,0,0,4,0,4,1,0,1,5
774,2017-09-20,279.4176492108516,26471592194.703312,322301352.00916153,0,0,7,2,2,2,1,2,5
775,2017-09-21,257.465074465559,24396830727.28448,470196974.0552085,0,0,3,3,1,1,0,2,7
776,2017-09-22,263.46977368373445,24969981050.95096,343728639.336796,0,0,5,2,2,1,2,1,5
777,2017-09-23,283.22215899335055,26846246384.287216,365565238.5447601,0,0,0,0,1,0,0,0,6
778,2017-09-24,280.68104473460187,26609714675.1668,473679365.7914858,0,0,0,0,1,0,0,0,5
779,2017-09-25,288.0857009417575,27316005855.910435,367147869.4968357,0,0,6,3,4,3,2,3,4
780,2017-09-26,283.9294530726591,26926232192.18457,240690671.2951268,0,0,4,1,2,2,0,2,5
781,2017-09-27,302.1518453516756,28658972908.46477,394839374.31574607,0,0,4,0,2,3,1,4,6
782,2017-09-28,294.3138380117381,27919976584.315685,344032408.65444744,0,0,3,1,1,0,0,0,7
783,2017-09-29,288.11459689868053,27336170625.13594,401420308.2527799,0,0,2,6,1,0,0,0,5
784,2017-09-30,297.2689355700251,28209139740.688995,234494285.9120729,0,0,2,1,1,0,0,0,6
785,2017-10-01,299.6748890236153,28442001971.008823,208656622.10220405,0,0,0,1,0,1,0,2,7
786,2017-10-02,295.8400297394862,28082506249.729813,228753338.771096,0,0,2,2,2,3,1,5,8
787,2017-10-03,292.2107206992577,27742435562.94357,213674545.194013,0,0,5,8,6,2,2,5,5
788,2017-10-04,293.0357027858311,27825239443.20582,167895948.31847614,0,0,1,1,2,0,0,1,5
789,2017-10-05,293.7193461204864,27894664349.155266,166289551.89366713,0,0,4,4,5,3,1,4,7
790,2017-10-06,307.7089805559562,29227935374.982,223872523.77550796,0,0,3,3,1,5,0,5,4
791,2017-10-07,309.5982491240284,29412044193.592106,259031771.53758532,0,0,3,0,1,0,0,0,9
792,2017-10-08,307.05813687389934,29175396936.82704,195574551.40328008,0,0,1,0,1,0,0,0,6
793,2017-10-09,295.901045084102,28119791744.85628,422803467.0821769,0,0,5,3,0,2,1,2,8
794,2017-10-10,299.9170113647283,28506074217.358105,262661724.03535348,0,0,3,3,2,4,1,6,17
795,2017-10-11,303.2474665353709,28827311270.280365,179994094.52122995,0,0,5,1,1,1,0,2,12
796,2017-10-12,302.0199976805083,28715264952.728848,389123581.441959,0,0,3,6,3,2,1,4,11
797,2017-10-13,337.9526134340301,32136884949.300323,1062936136.5475444,0,0,5,1,2,3,0,5,11
798,2017-10-14,335.33824482981413,31893398413.31946,384671082.3691576,0,0,6,0,2,1,0,4,9
799,2017-10-15,335.3913549863649,31903683068.492874,513925811.79312485,0,0,3,1,0,0,0,0,10
800,2017-10-16,331.967214731027,31583306698.85391,536987705.5520873,0,0,6,3,5,0,0,1,8
801,2017-10-17,317.898212514702,30251186909.138367,368660409.98234016,0,0,6,6,3,3,1,5,7
802,2017-10-18,314.456554240651,29930081747.853603,459286354.2531358,0,0,6,4,1,1,4,2,10
803,2017-10-19,308.4746839282341,29366946306.63264,251750069.63289016,0,0,3,1,3,0,1,4,9
804,2017-10-20,302.35649692557024,28790749976.8316,270984512.97597694,0,0,9,1,5,3,0,8,8
805,2017-10-21,300.69384596228315,28638437008.879925,291385148.2978586,0,0,1,0,1,0,0,0,8
806,2017-10-22,295.4882479105146,28148745034.196087,227830530.53531405,0,0,3,0,0,0,0,0,8
807,2017-10-23,289.4140251237576,27575920805.165585,357572834.9115806,0,0,2,0,0,0,1,3,6
808,2017-10-24,298.75573430773346,28472255904.29292,522634263.28484994,0,0,6,2,3,3,1,3,7
809,2017-10-25,298.4839668215046,28452391049.61785,224745395.63136017,0,0,8,2,2,1,0,1,6
810,2017-10-26,295.7078546189935,28192911056.673782,175211825.16558704,0,0,6,3,2,0,0,2,7
811,2017-10-27,297.9291296930045,28411617292.93479,165062612.7639997,0,0,4,0,4,2,0,4,7
812,2017-10-28,296.4649529071602,28278036785.2928,178675171.42583302,0,0,3,0,0,0,0,0,9
813,2017-10-29,303.74113040048763,28978234226.357677,400151389.4858402,0,0,0,1,0,0,0,1,7
814,2017-10-30,306.2494615338919,29223725935.84833,245646777.54787135,0,0,6,4,3,2,1,3,8
815,2017-10-31,303.54211702851427,28971625622.98315,275058601.9442181,0,0,3,1,0,0,1,0,6
816,2017-11-01,292.33053872865435,27907457658.55725,343876003.8559511,0,0,3,0,1,0,0,0,6
817,2017-11-02,287.0696687458828,27411044537.06305,727168619.8327091,0,0,1,0,2,0,1,0,7
818,2017-11-03,305.8432726789198,29209850779.092915,493531953.8114265,0,0,2,1,3,1,1,1,4
819,2017-11-04,299.9549103522952,28653533860.136063,317726072.07408786,0,0,1,0,3,0,0,0,6
820,2017-11-05,297.5173231052644,28426818646.719734,250477635.77464697,0,0,1,0,1,0,1,0,7
821,2017-11-06,301.370794552855,28801102723.032696,472946830.30819535,0,0,4,0,0,1,0,1,5
822,2017-11-07,295.23511338265723,28220768686.35795,415882643.8192555,0,0,3,0,0,0,0,0,9
823,2017-11-08,308.9339866357258,29536454012.04308,755752328.1239891,0,0,7,4,3,1,0,1,7
824,2017-11-09,322.32952048358885,30823742534.2921,691815366.2495632,0,0,4,6,2,6,0,9,7
825,2017-11-10,301.3549333527746,28824163917.3142,650505791.3247348,0,0,3,9,4,4,0,8,12
826,2017-11-11,316.2583419604271,30256030132.159668,618676053.5502169,0,0,0,1,1,0,0,0,15
827,2017-11-12,314.1661277072687,30062176933.46014,1172943695.094443,0,0,5,4,1,3,0,4,9
828,2017-11-13,315.34395637188766,30181430682.324654,783366133.855764,0,0,6,2,6,2,3,7,8
829,2017-11-14,338.937627406501,32446360785.0723,507718197.434228,0,0,4,1,3,3,0,4,7
830,2017-11-15,334.286932546348,32007998528.5458,518053273.608587,0,0,9,3,2,3,1,4,10
831,2017-11-16,330.021315646911,31606240405.8994,540577805.468288,0,0,1,2,6,3,1,6,8
832,2017-11-17,333.351255037181,31931961399.8328,408873409.223705,0,0,3,2,9,4,1,7,5
833,2017-11-18,348.74721545667,33413835153.7437,437969175.189351,0,0,3,3,3,1,0,1,8
834,2017-11-19,353.43572964676,33870265876.0073,892315491.355752,0,0,1,1,3,0,0,0,7
835,2017-11-20,365.786815977961,35061352161.7675,511630930.906117,0,0,4,2,5,5,1,8,8
836,2017-11-21,361.055822571048,34615252499.3341,667087478.419292,0,0,3,2,4,1,3,6,8
837,2017-11-22,379.409057274538,36382569909.3727,502690893.802197,0,0,3,0,2,0,1,0,8
838,2017-11-23,412.557611501513,39569679447.7058,1357607759.02526,0,0,1,3,3,1,0,3,6
839,2017-11-24,475.002014978137,45568623853.9817,1710984791.93773,0,0,2,2,3,9,0,11,6
840,2017-11-25,467.446390045639,44853255083.9293,1062451148.98556,0,0,2,0,0,0,0,0,5
841,2017-11-26,468.998099373249,45011721609.851,848847109.547722,0,0,1,0,2,0,0,1,7
842,2017-11-27,484.362624150733,46496118377.9175,982703877.999528,0,0,3,0,4,1,0,1,8
843,2017-11-28,474.182894748523,45528555887.0189,640921145.689493,0,0,7,1,2,4,1,4,7
844,2017-11-29,428.345443336342,41136242461.6215,1864835257.85043,0,0,3,1,4,1,0,2,6
845,2017-11-30,454.160981519821,43624717838.8218,1302713009.05289,0,0,4,0,5,1,5,1,8
846,2017-12-01,469.863479570669,45142640782.4465,731926955.703011,0,0,4,1,1,5,1,7,6
847,2017-12-02,469.857050536754,45151510929.4977,571377802.810273,0,0,4,0,1,0,0,0,8
848,2017-12-03,461.880481908051,44394413397.1167,513723192.525671,0,0,1,2,0,0,0,0,6
849,2017-12-04,472.252735495896,45400977761.2147,559902818.597381,0,0,2,1,2,2,0,10,6
850,2017-12-05,467.016662982671,44907252844.2554,590010796.38345,0,0,2,0,2,1,1,1,7
851,2017-12-06,448.328222164605,43118585011.2992,5911434.14179457,0,0,5,1,3,2,0,2,5
852,2017-12-07,451.825581860168,43465282557.5874,968306459.942749,0,0,4,1,5,2,0,2,9
853,2017-12-08,467.881662612901,45019411221.6764,1578944197.85945,0,0,2,1,2,3,0,4,7
854,2017-12-09,482.035518858509,46391200044.4373,1109058208.5207,0,0,5,1,4,3,6,3,7
855,2017-12-10,446.691058078548,42998769813.0645,900203443.334746,0,0,5,1,0,0,0,0,11
856,2017-12-11,509.000876237775,49007073662.9809,1035160071.24411,0,0,5,1,3,4,2,4,9
857,2017-12-12,661.841332287634,63736319679.7109,3691983511.74634,0,0,4,0,4,4,0,4,14
858,2017-12-13,709.883193572531,68377310760.8715,2717113879.86409,0,0,3,1,4,1,0,2,10
859,2017-12-14,704.621843737326,67885165267.6573,2551109082.71176,0,0,6,3,5,3,1,6,10
860,2017-12-15,693.09706413276,66789398252.0671,1942292719.83027,0,0,5,0,2,1,0,2,12
861,2017-12-16,702.244612799479,67685238860.8431,1323743950.88971,0,0,3,0,1,0,0,0,9
862,2017-12-17,728.700471211578,70249967413.1925,1297439773.48386,0,0,0,0,3,0,0,1,7
863,2017-12-18,798.115404033608,76958112624.052,2104028876.27651,0,0,5,4,6,5,0,10,9
864,2017-12-19,829.989201766042,80048859677.1559,2383800980.37899,0,0,5,2,1,3,2,6,9
865,2017-12-20,813.403602277568,78466047306.039,2174389927.16457,0,0,7,4,4,4,1,4,8
866,2017-12-21,812.885159103535,78432622738.5783,1886649146.02117,0,0,5,8,9,14,1,19,10
867,2017-12-22,669.276492289395,64585322053.99,2635463381.90133,0,0,4,1,1,2,3,2,9
868,2017-12-23,715.719068265809,69087031853.6697,1292257943.85486,0,0,2,0,0,0,0,0,6
869,2017-12-24,686.208308919806,66252429575.9089,1224218821.95787,0,0,3,0,1,0,0,0,7
870,2017-12-25,733.902545910265,70871970751.0918,1242520658.38317,0,0,1,0,4,0,1,0,5
871,2017-12-26,774.110198124999,74770905370.1416,1046697072.25852,0,0,3,0,5,0,4,0,8
872,2017-12-27,764.967062014162,73903417373.3621,910830156.598811,0,0,4,1,2,0,1,0,9
873,2017-12-28,736.840047017461,71200955427.2237,1012380621.45529,0,0,4,1,3,3,1,4,9
874,2017-12-29,755.343641318154,73004412362.8661,1172554374.08768,0,0,1,2,2,2,1,3,8
875,2017-12-30,736.909191519636,71238101432.8975,1306193221.81905,0,0,2,1,6,0,0,1,8
876,2017-12-31,774.696255457107,74906560027.8485,1127368142.17048,0,0,0,0,1,1,0,2,7
877,2018-01-01,776.080330355968,75056629369.4547,1101627635.65143,0,0,0,0,1,0,0,0,8
878,2018-01-02,876.890258814416,84822222588.5437,2720973272.07018,0,0,0,1,6,11,0,12,5
879,2018-01-03,963.0557506903511,93178531120.43204,2308657205.9772067,0,0,4,0,4,6,1,6,6
880,2018-01-04,978.416104183522,94681149308.52457,2756635496.077742,0,0,5,0,4,2,0,2,6
881,2018-01-05,1004.8949722625624,97269228886.25314,2894788528.936876,0,0,8,2,2,1,0,2,6
882,2018-01-06,1052.02336010703,101852997666.87328,1824841952.503006,0,0,4,2,0,0,0,0,6
883,2018-01-07,1137.6549188901813,110167827718.61086,2286423001.2638764,0,0,2,0,1,0,0,1,6
884,2018-01-08,1184.92393027798,114769005376.76157,4813539670.332469,0,0,4,2,2,2,2,2,6
885,2018-01-09,1361.4396682787146,131894965357.881,4248463429.84743,0,0,3,2,3,1,0,1,6
886,2018-01-10,1345.5876017375906,130387621608.28636,5901388488.269492,0,0,8,3,4,2,1,2,7
887,2018-01-11,1181.6514100305303,114526940296.8931,3701485302.9898286,0,0,4,8,3,2,0,2,7
888,2018-01-12,1315.6187580839762,127538307119.98058,2569674473.5809693,0,0,7,2,6,2,1,4,6
889,2018-01-13,1448.1800861342022,140419500475.92773,3149029707.968244,0,0,5,1,0,0,1,2,6
890,2018-01-14,1410.000214508519,136747164703.8492,2771837301.4899707,0,0,6,0,2,0,0,0,7
891,2018-01-15,1329.6713965043375,128980953671.9811,2438212396.6501827,0,0,8,5,2,4,1,4,6
892,2018-01-16,1068.6004106894156,103677753320.31012,5197858118.489889,0,0,6,4,1,2,0,3,6
893,2018-01-17,1022.3652131699664,99216267384.45854,5505023202.5208645,0,0,8,2,5,0,1,0,5
894,2018-01-18,1036.072312788025,100567876886.70789,3220457431.1306267,0,0,6,4,2,0,1,0,6
895,2018-01-19,1046.8985973958734,101640355096.62448,2067139497.742684,0,0,1,2,2,0,0,0,5
896,2018-01-20,1172.917206223946,113899479853.58607,1927757662.931302,0,0,1,0,1,0,1,0,5
897,2018-01-21,1053.6332024800397,102337202453.45828,1834167990.439276,0,0,5,0,4,0,1,0,7
898,2018-01-22,1000.3871327788332,97186332455.0951,2128266201.553245,0,0,6,1,2,2,2,3,6
899,2018-01-23,991.665320638703,96359326865.87158,2162095341.3385787,0,0,7,4,8,5,2,7,5
900,2018-01-24,1056.8792325682198,102717867498.02876,1871168506.347743,0,0,1,0,3,2,3,2,6
901,2018-01-25,1059.3154960264808,102976145173.28935,2098100041.2531192,0,0,3,1,7,2,3,2,6
902,2018-01-26,1048.7989058434846,101975238868.2182,2126139932.407397,0,0,1,5,4,5,1,5,6
903,2018-01-27,1095.7825142892807,106559849459.01984,1592501816.2673757,0,0,1,0,1,0,0,0,6
904,2018-01-28,1237.3241758467964,120356395893.4201,3105991887.223209,0,0,1,1,1,0,0,0,6
905,2018-01-29,1169.6342569193446,113796120454.081,2005499364.9335327,0,0,4,4,4,2,1,3,6
906,2018-01-30,1161.9086430994253,113043826616.74722,2006770995.7220533,0,0,3,0,5,4,1,6,5
907,2018-01-31,1058.0960529662957,102965815556.0668,2570454739.668724,0,0,3,1,2,1,2,1,6
908,2018-02-01,1106.1381723552724,107663538775.87932,2148302756.922482,0,0,2,4,1,1,0,1,5
909,2018-02-02,1021.2693786534148,99423764457.44884,3414246407.713859,0,0,1,1,3,1,1,4,6
910,2018-02-03,914.6388425021536,89061856063.48083,4640850229.358906,0,0,2,3,0,1,0,1,4
911,2018-02-04,941.8032295185238,91725607014.4353,1878004123.520736,0,0,1,0,0,0,0,0,6
912,2018-02-05,834.8891703333355,81329819333.7154,1882681773.9790668,0,0,5,4,4,4,0,6,4
913,2018-02-06,684.3133397266745,66675677460.41152,2941430688.74908,0,0,4,1,1,1,0,1,5
914,2018-02-07,785.7389155049871,76574516020.88303,5021975963.611412,0,0,4,2,0,0,0,0,5
915,2018-02-08,751.8878893661607,73290929917.86972,2635662719.4442654,0,0,3,7,7,3,1,4,6
916,2018-02-09,807.8227505154956,78759712266.80615,2256661883.3019075,0,0,3,2,7,2,0,3,5
917,2018-02-10,871.3268829432668,84968804616.78447,1609823406.4155498,0,0,2,2,4,3,0,3,6
918,2018-02-11,854.3498784217315,83330877020.24867,1811750053.1438997,0,0,1,0,3,4,0,7,5
919,2018-02-12,817.2905243571003,79732678121.41658,1606757570.924482,0,0,5,12,9,6,0,10,5
920,2018-02-13,862.7487725902944,84185155652.77072,1342080234.6450908,0,0,2,2,5,4,0,5,6
921,2018-02-14,833.7791837295838,81375375877.96892,1215799275.6549883,0,0,6,3,4,4,0,7,5
922,2018-02-15,915.076543018882,89328231140.60481,1659598861.037234,0,0,5,5,6,6,2,7,6
923,2018-02-16,928.2935214045194,90637629785.66489,1674187629.7427762,0,0,2,1,4,0,0,3,6
924,2018-02-17,934.6767104527536,91279135809.19406,1274489447.9994729,0,0,3,1,4,1,3,2,4
925,2018-02-18,964.2765079107336,94190008583.4062,1331103327.3327596,0,0,6,1,2,0,0,0,5
926,2018-02-19,915.0920469360246,89404389580.2483,1443742228.731157,0,0,4,10,5,2,2,5,4
927,2018-02-20,928.2902425457684,90713108252.71552,1113969168.9102838,0,0,6,0,4,1,3,3,4
928,2018-02-21,902.9690554385094,88256609941.35635,1376504167.75521,0,0,5,6,6,5,1,6,5
929,2018-02-22,809.1296597083212,79118626282.25874,1249190216.7073753,0,0,5,6,6,9,3,15,5
930,2018-02-23,812.4468626177468,79442544254.30933,1255677307.494043,0,0,5,3,5,10,2,12,6
931,2018-02-24,864.6697536212578,84567348658.27484,1553348119.733452,0,0,2,2,1,0,0,0,5
932,2018-02-25,828.7233989886703,81068136131.60957,1133793473.7387242,0,0,3,0,3,0,0,1,4
933,2018-02-26,842.6280247519165,82445384433.1456,971919367.4852568,0,0,6,3,4,6,1,8,5
934,2018-02-27,863.6502752378826,84519903484.51317,1273600054.5671887,0,0,5,8,5,5,2,11,5
935,2018-02-28,869.2632438249697,85086932065.08655,1185779363.0730157,0,0,5,3,4,6,1,10,5
936,2018-03-01,846.3652117960792,82862945950.985,1088578648.6068828,0,0,3,1,4,3,1,4,6
937,2018-03-02,855.6787797305122,83792455743.35178,1046744161.7080028,0,0,2,5,9,6,0,9,4
938,2018-03-03,850.4429895810156,83297136123.66147,1065182064.2918292,0,0,3,1,4,1,1,3,6
939,2018-03-04,844.2552535175925,82708301723.55193,968839520.3151624,0,0,1,1,3,2,2,3,5
940,2018-03-05,843.7565763098702,82676499793.85762,921438207.058072,0,0,5,9,5,7,1,11,5
941,2018-03-06,840.1509954642488,82340571913.28821,996644678.1014968,0,0,6,2,3,1,2,1,4
942,2018-03-07,808.4491332246333,79250313700.00667,1163651036.9598706,0,0,6,5,4,5,1,7,5
943,2018-03-08,752.5931712474129,73790376421.96692,1517892302.80913,0,0,4,5,5,5,2,7,5
944,2018-03-09,699.1898984866136,68568491974.3163,1253573581.5186777,0,0,3,5,3,4,1,5,5
945,2018-03-10,710.8916532666208,69730146644.19576,1559125766.2324708,0,0,3,1,0,0,0,0,6
946,2018-03-11,684.934340074043,67198010840.67886,1019304765.7600274,0,0,1,1,1,0,0,0,6
947,2018-03-12,713.1953300017516,69985307146.27713,1044019470.308532,0,0,2,0,2,1,1,1,5
948,2018-03-13,695.3142030222126,68245214878.50092,1041451579.0783637,0,0,4,1,2,1,0,2,5
949,2018-03-14,684.6415843660401,67211282137.89535,914239003.182572,0,0,4,1,4,1,1,3,5
950,2018-03-15,608.3931488499501,59738408621.9634,1222860953.9396286,0,0,3,1,2,1,0,1,5
951,2018-03-16,612.4435397197692,60148621435.96764,1314501765.2298925,0,0,0,0,3,1,2,1,5
952,2018-03-17,607.879487479319,59712695037.70924,939394446.556439,0,0,4,4,0,0,0,0,4
953,2018-03-18,560.1094330840288,55031620530.23653,922526847.9439002,0,0,0,0,2,0,0,1,5
954,2018-03-19,538.6905900543026,52938616457.57076,2515158736.529607,0,0,7,3,6,4,2,4,4
955,2018-03-20,555.0775482373977,54560292401.575806,1668238269.8238573,0,0,5,2,2,0,0,0,4
956,2018-03-21,554.2098259834895,54486305509.98849,1363997499.3256834,0,0,2,1,2,1,1,1,5
957,2018-03-22,561.1465342247278,55179662649.94952,1242490235.347,0,0,7,5,8,0,1,1,4
958,2018-03-23,537.7059724380829,52885690223.31916,1029637021.1311402,0,0,6,3,2,0,0,0,4
959,2018-03-24,538.109029163154,52936241666.49759,1024506177.6381532,0,0,0,0,0,0,0,0,5
960,2018-03-25,519.4855998398031,51114768972.69823,722258331.0537022,0,0,2,0,0,0,0,0,6
961,2018-03-26,519.3780445915389,51114766847.01147,654302263.778145,0,0,3,5,6,11,1,16,5
962,2018-03-27,487.5396120553992,47991343456.18946,1130010306.3489618,0,0,2,4,1,3,0,5,5
963,2018-03-28,449.0522524920757,44211929435.11478,1205007525.3029315,0,0,7,2,4,2,2,2,5
964,2018-03-29,443.9491009578748,43718505250.02615,899161524.3411528,0,0,4,0,0,0,0,0,5
965,2018-03-30,385.3270956688641,37953505528.35885,1501135895.8124254,0,0,3,1,3,0,1,0,4
966,2018-03-31,395.32626329061816,38946452754.23128,1552652584.610018,0,0,4,1,3,0,1,0,5
967,2018-04-01,395.7963809578212,39000868214.27854,970454263.2346876,0,0,1,0,1,0,0,0,6
968,2018-04-02,379.1235134110076,37365640069.82155,928418706.5875922,0,0,2,0,2,0,0,0,6
969,2018-04-03,384.8259822881638,37935548084.04267,725811930.9112238,0,0,1,2,5,3,2,3,5
970,2018-04-04,415.7162339703384,40989129292.88682,938277656.037438,0,0,4,1,5,4,3,4,10
971,2018-04-05,380.28195959120734,37503095784.24193,888566484.4804863,0,0,4,2,2,2,2,2,6
972,2018-04-06,384.4644854461884,37923466118.640205,767721856.0504649,0,0,2,2,4,2,1,2,6
973,2018-04-07,369.9138976693199,36495759521.398056,590720199.8519591,0,0,2,1,1,0,0,2,6
974,2018-04-08,383.4463608827352,37838661360.00252,549082514.9320759,0,0,3,1,1,0,0,0,7
975,2018-04-09,396.9817555069704,39182417250.92415,565597670.5997823,0,0,4,4,2,4,4,4,6
976,2018-04-10,398.77335502107474,39367328706.210175,1095742137.015535,0,0,8,4,8,7,4,11,9
977,2018-04-11,412.6893456266917,40749602575.92843,687260482.4501439,0,0,3,6,3,3,0,4,9
978,2018-04-12,427.3849460078481,42209337332.354,816313720.2347212,0,0,2,1,3,2,0,3,6
979,2018-04-13,488.60548934434905,48265439663.55072,1871680188.8730235,0,0,1,1,3,0,1,0,7
980,2018-04-14,488.9921812670856,48313044128.32864,1771917382.798235,0,0,0,0,2,0,1,0,7
981,2018-04-15,495.11291363236046,48928578121.79471,960941082.4787031,0,0,3,1,0,0,0,0,8
982,2018-04-16,525.5274445398754,51944970387.794846,1113471501.5870776,0,0,4,145,2,4,1,4,10
983,2018-04-17,507.11031309583,50134949937.02363,952394918.7009708,0,0,2,0,3,4,0,6,5
984,2018-04-18,498.467007649509,49290625426.76034,834810907.6434356,0,0,3,4,0,1,0,3,6
985,2018-04-19,517.3740431959737,51170694522.39032,827471474.463687,0,0,1,0,5,5,1,6,5
986,2018-04-20,566.3920838512778,56030501148.69197,1223410365.702454,0,0,4,4,3,0,1,1,5
987,2018-04-21,590.27192246768,58403874540.99289,1477100076.3424082,0,0,0,0,0,1,0,1,6
988,2018-04-22,600.2596767733208,59405441433.091866,1412079787.2669172,0,0,3,6,1,0,0,0,6
989,2018-04-23,617.2024078855728,61094825885.43238,1226887273.8293471,0,0,3,4,3,6,0,14,6
990,2018-04-24,636.3671638965957,63004894796.41469,1175262573.641298,0,0,5,0,2,1,2,1,7
991,2018-04-25,705.0276448443027,69817174451.75433,2013232706.0861013,0,0,5,4,2,0,0,0,5
992,2018-04-26,613.7267252906634,60788471582.80268,2772144667.1931686,0,0,2,3,7,0,2,2,6
993,2018-04-27,657.0577934851548,65093958669.996185,1616604527.0569918,0,0,8,4,7,4,1,5,6
994,2018-04-28,641.9936056225328,63614677083.81106,1327872538.0128767,0,0,5,4,2,0,1,0,6
995,2018-04-29,672.5969368274542,66660769651.39336,1170961463.496074,0,0,5,0,0,0,0,0,7
996,2018-04-30,680.1204953886593,67420561666.31582,1180427164.5645163,0,0,8,1,11,0,7,1,6
997,2018-05-01,662.732735837356,65710538602.21053,1271088003.6155422,0,0,0,0,15,0,1,2,6
998,2018-05-02,665.2257861413076,65971279396.12401,1342793449.0474029,0,0,7,6,9,12,5,15,4
999,2018-05-03,676.5525639388837,67108704081.6629,1153897333.4141612,0,0,4,4,13,9,0,9,5
1000,2018-05-04,781.4257804747286,77526578541.87308,1005515083.8603069,0,0,6,4,4,2,0,2,6
1001,2018-05-05,777.9076470179848,77194381804.21214,1967182623.5957444,0,0,4,1,1,0,0,0,7
1002,2018-05-06,807.0673291637275,80104681672.56717,1617671981.240539,0,0,1,1,1,0,0,0,5
1003,2018-05-07,785.89274351052,78019321356.67586,1742487117.419987,0,0,8,5,3,3,0,3,5
1004,2018-05-08,748.8131413938073,74353698902.32837,2808727749.1170845,0,0,4,3,8,7,2,7,5
1005,2018-05-09,744.3248257193555,73923190963.45912,1562833107.5547128,0,0,2,3,2,5,1,5,5
1006,2018-05-10,743.6398157399032,73870430059.20319,1517875906.0296729,0,0,4,5,4,3,0,5,7
1007,2018-05-11,717.4128743633592,71279821648.68193,1329169267.9922028,0,0,4,1,1,0,0,0,7
1008,2018-05-12,675.2917525022057,67108755487.4065,1867453050.653334,0,0,1,1,1,0,0,1,5
1009,2018-05-13,683.1702676131072,67905759626.54816,1574237121.080983,0,0,0,0,0,0,0,0,5
1010,2018-05-14,726.8719105255797,72264507767.86824,1358354339.8603525,0,0,3,1,3,4,0,6,5
1011,2018-05-15,727.8026816427881,72371889345.97685,1747256249.292055,0,0,4,0,0,0,1,0,5
1012,2018-05-16,703.1556814584169,69935482264.3191,1318045201.5495615,0,0,2,2,0,0,0,0,6
1013,2018-05-17,702.4531187046043,69879914021.89139,1283393781.5952938,0,0,4,2,0,1,0,1,6
1014,2018-05-18,665.6275313370153,66230317444.47082,1148132528.5857544,0,0,2,1,4,1,0,3,5
1015,2018-05-19,686.2132687257347,68292780311.34642,1140013811.1318896,0,0,0,0,4,2,1,3,5
1016,2018-05-20,685.8467539789947,68270520548.85238,955540974.5773942,0,0,4,0,0,0,0,0,5
1017,2018-05-21,703.8146666492306,70073661062.42535,964430375.9997904,0,0,3,2,7,2,1,3,5
1018,2018-05-22,688.9132212295281,68604235449.74915,914750523.9094018,0,0,4,4,5,3,1,3,4
1019,2018-05-23,641.1003511423173,63856048464.81863,1134342772.6066892,0,0,6,3,3,4,0,4,4
1020,2018-05-24,581.2411880572671,57906139337.23845,1636502158.2149532,0,0,3,0,10,2,2,3,5
1021,2018-05-25,597.848771866914,59572815257.15423,1578836653.594426,0,0,4,2,2,0,2,1,5
1022,2018-05-26,582.2793862832264,58033414970.12175,1130488777.7931898,0,0,1,2,0,0,0,0,5
1023,2018-05-27,580.4834597869499,57866488201.56909,793211715.4555622,0,0,2,1,2,0,2,0,5
1024,2018-05-28,565.9260648024518,56426783298.552086,936703218.9329598,0,0,3,2,3,0,0,2,5
1025,2018-05-29,511.61588041076885,51022311776.74484,1349222685.5995286,0,0,6,4,7,8,7,9,6
1026,2018-05-30,561.7406614509548,56032720818.86429,1304128810.668677,0,0,8,7,5,2,0,5,4
1027,2018-05-31,555.3491509790109,55406697681.99651,1076970536.7091825,0,0,1,3,4,1,1,1,5
1028,2018-06-01,571.7271134994469,57052511798.36029,1016848280.1956758,0,0,5,7,4,0,2,0,6
1029,2018-06-02,573.8335504842785,57274516594.26361,988913896.7405568,0,0,4,1,0,1,0,1,5
1030,2018-06-03,583.1316392150303,58214660996.41215,917573393.7371988,0,0,2,0,5,0,1,0,4
1031,2018-06-04,609.2946747342367,60839012156.67801,960786811.8699536,0,0,9,1,8,5,2,7,6
